name,all,cpu
I,1796.476,1795.031
I,1793.825,1792.297
I,1787.019,1785.297
I,1794.253,1792.203
I,1787.565,1786.5
I,1806.387,1804.563
I,1800.649,1798.953
I,1793.212,1791.813
I,1798.416,1796.875
I,1799.533,1798.0
I,1799.349,1797.797
I,1792.127,1791.203
I,1801.792,1800.391
I,1792.098,1791.203
I,1786.681,1785.578
