name,all,cpu
H,1817.819,1815.625
H,1812.759,1811.25
H,1796.674,1794.953
H,1803.738,1801.266
H,1816.026,1814.625
H,1806.654,1804.922
H,1828.625,1826.859
H,1817.171,1815.563
H,1802.037,1800.25
H,1805.04,1803.391
H,1823.823,1822.219
H,1809.204,1807.703
H,1802.84,1801.172
H,1801.741,1800.719
H,1815.684,1813.391
