name,all,cpu
K,1817.819,1815.625
K,1812.759,1811.25
K,1796.674,1794.953
K,1803.738,1801.266
K,1816.026,1814.625
K,1806.654,1804.922
K,1828.625,1826.859
K,1817.171,1815.563
K,1802.037,1800.25
K,1805.04,1803.391
K,1823.823,1822.219
K,1809.204,1807.703
K,1802.84,1801.172
K,1801.741,1800.719
K,1815.684,1813.391
