name,all,cpu
J,1817.819,1815.625
J,1812.759,1811.25
J,1796.674,1794.953
J,1803.738,1801.266
J,1816.026,1814.625
J,1806.654,1804.922
J,1828.625,1826.859
J,1817.171,1815.563
J,1802.037,1800.25
J,1805.04,1803.391
J,1823.823,1822.219
J,1809.204,1807.703
J,1802.84,1801.172
J,1801.741,1800.719
J,1815.684,1813.391
