name,all,cpu
F,1803.949,1801.859
F,1801.035,1798.672
F,1812.435,1809.531
F,1791.648,1790.219
F,1806.695,1804.594
F,1799.385,1797.375
F,1805.919,1803.922
F,1802.916,1800.484
F,1797.513,1795.672
F,1800.137,1798.141
F,1801.119,1799.125
F,1797.243,1794.844
F,1796.076,1794.438
F,1796.343,1794.188
F,1804.882,1802.813
