name,all,cpu
D,1798.047,1795.734
D,1793.574,1792.016
D,1806.608,1805.047
D,1794.174,1792.719
D,1809.802,1808.406
D,1798.64,1797.078
D,1798.694,1797.063
D,1799.868,1798.297
D,1794.88,1793.359
D,1800.954,1799.75
D,1798.323,1796.766
D,1811.183,1809.766
D,1796.259,1795.219
D,1801.207,1799.594
D,1801.423,1800.078
