name,all,cpu
E,1791.4,1790.031
E,1797.574,1795.672
E,1791.126,1789.219
E,1796.414,1794.5
E,1788.093,1785.547
E,1787.94,1786.266
E,1790.546,1788.766
E,1792.202,1790.766
E,1787.947,1786.375
E,1790.062,1788.547
E,1787.257,1785.688
E,1798.328,1796.344
E,1791.365,1789.859
E,1787.018,1785.094
E,1794.885,1793.688
