name,all,cpu
H,1814.462,1812.656
H,1814.796,1813.516
H,1811.86,1810.453
H,1800.45,1797.25
H,1814.143,1812.344
H,1820.788,1818.906
H,1799.46,1797.719
H,1793.761,1791.766
H,1815.677,1813.781
H,1797.318,1795.453
H,1823.919,1822.281
H,1795.358,1793.391
H,1795.185,1793.25
H,1803.348,1801.219
H,1811.922,1810.203
