name,all,cpu
G,1803.949,1801.859
G,1801.035,1798.672
G,1812.435,1809.531
G,1791.648,1790.219
G,1806.695,1804.594
G,1799.385,1797.375
G,1805.919,1803.922
G,1802.916,1800.484
G,1797.513,1795.672
G,1800.137,1798.141
G,1801.119,1799.125
G,1797.243,1794.844
G,1796.076,1794.438
G,1796.343,1794.188
G,1804.882,1802.813
