name,all,cpu
Y,1814.462,1812.656
Y,1814.796,1813.516
Y,1811.86,1810.453
Y,1800.45,1797.25
Y,1814.143,1812.344
Y,1820.788,1818.906
Y,1799.46,1797.719
Y,1793.761,1791.766
Y,1815.677,1813.781
Y,1797.318,1795.453
Y,1823.919,1822.281
Y,1795.358,1793.391
Y,1795.185,1793.25
Y,1803.348,1801.219
Y,1811.922,1810.203
