name,all,cpu
Y,1803.949,1801.859
Y,1801.035,1798.672
Y,1812.435,1809.531
Y,1791.648,1790.219
Y,1806.695,1804.594
Y,1799.385,1797.375
Y,1805.919,1803.922
Y,1802.916,1800.484
Y,1797.513,1795.672
Y,1800.137,1798.141
Y,1801.119,1799.125
Y,1797.243,1794.844
Y,1796.076,1794.438
Y,1796.343,1794.188
Y,1804.882,1802.813
