name,all,cpu
F,1798.047,1795.734
F,1793.574,1792.016
F,1806.608,1805.047
F,1794.174,1792.719
F,1809.802,1808.406
F,1798.64,1797.078
F,1798.694,1797.063
F,1799.868,1798.297
F,1794.88,1793.359
F,1800.954,1799.75
F,1798.323,1796.766
F,1811.183,1809.766
F,1796.259,1795.219
F,1801.207,1799.594
F,1801.423,1800.078
