name,all,cpu
I,1817.819,1815.625
I,1812.759,1811.25
I,1796.674,1794.953
I,1803.738,1801.266
I,1816.026,1814.625
I,1806.654,1804.922
I,1828.625,1826.859
I,1817.171,1815.563
I,1802.037,1800.25
I,1805.04,1803.391
I,1823.823,1822.219
I,1809.204,1807.703
I,1802.84,1801.172
I,1801.741,1800.719
I,1815.684,1813.391
