name,all,cpu
W,1794.162,1793.094
W,1798.141,1796.328
W,1836.079,1834.891
W,1788.586,1787.078
W,1794.717,1793.594
W,1795.568,1793.906
W,1798.408,1797.406
W,1825.945,1824.109
W,1799.355,1798.188
W,1823.475,1822.406
W,1792.682,1791.266
W,1830.983,1829.828
W,1799.759,1798.922
W,1802.867,1801.25
W,1818.197,1817.063
